date,author,title,format,url,tags,raw
"2026-02-16","Ragip Soylu","Most Turkish people say Turkey should obtain nuclear weapons in new poll","essay","https://www.middleeasteye.net/news/most-turks-say-turkey-should-obtain-nuclear-weapons-poll","turkey;nuclear-policy;geopolitics","Could Turkey pursue nuclear weapons? Ragip Soylu"
"2026-02-16","JingYu","Why Modern Chinese Is Just ""English with Hanzi""","essay","https://www.oldnorthwhale.com/p/why-modern-chinese-is-just-english","linguistics;china;language-history","Why. modern Chinese is just English with Hanzi, Jingyu, Old North Whale Review"
"2026-02-16","Steven J. Newbury","The Liquidation of India Ltd: Why the 'World's Largest Democracy' is Actually a Lifeboat Operation","essay","https://theuaob.substack.com/p/the-liquidation-of-india-ltd-why","india;politics;geopolitics;economics","The Liquidation of India Ltd: Why the 'World's Largest Democracy' is Actually a Lifeboat Operation"
"2026-02-16","Sean Mathews","Saudi Arabia-Turkey Kaan jet talks irk a Trump administration bent on arms export dominance","essay","https://www.middleeasteye.net/news/saudi-arabias-turkeys-kaan-jet-talks-irk-trump-administration-bent-arms-export-dominance","turkey;saudi-arabia;defense;geopolitics","Saudi Arabia-Turkey Kaan jet talks irk a Trump administration bent on arms export dominance"
"2026-02-16","Alexander Terenin","Where Are We and What Now?","essay","https://avt.im/blog/where-are-we-and-what-now/","statistics;machine-learning;ai","Alexander Terenin Where Are We and What Now?"
"2026-02-17","Alastair Benn","The Decline of Bildung","essay","https://engelsbergideas.com/notebook/the-decline-of-bildung/","philosophy;education;culture","The Decline of Bildung"
"2026-02-17","Sunanda K. Datta-Ray","Very Humdrum, Sir","essay","https://openthemagazine.com/features/india/very-humdrum-sir/","india;language;colonialism;culture","Very Humdrum, Sir: Sunanda K Datta-Ray"
"2026-02-17","Daniel Johnson","Germany, land of experiments","essay","https://engelsbergideas.com/essays/germany-land-of-experiments/","germany;history;politics","Germany, land of experiments, Daniel Johnson"
"2026-02-17","Peter Frost","Cognitive evolution in Western Europe","essay","https://www.aporiamagazine.com/p/cognitive-evolution-in-western-europe","genetics;history;europe;iq","Cognitive evolution in Western Europe, quasi Lamarckian IQslop"
"2026-02-17","Ishan Mukherjee","Battle for the Bhadralok: The Historical Roots of Hindu Majoritarianism in West Bengal","essay","https://caravanmagazine.in/politics/historical-roots-of-hindu-majoritarianism-in-west-bengal","india;bengal;history;politics","Battle for the Bhadralok, Ishan Mukherjee"
"2026-02-17","Will Durant and Ariel Durant","The Lessons of History","book","https://www.goodreads.com/book/show/174713.The_Lessons_of_History","history;philosophy","Part of Durant's Lessons of History"
"2026-02-18","Suresh Eriyat","Desi Oon (A musical ode to Indian wool and life on the Deccan Plateau)","other","https://aeon.co/videos/a-musical-ode-to-indian-wool-and-life-on-the-deccan-plateau","india;animation;pastoralism;deccan","A musical ode to Indian wool and life on the Deccan Plateau, Suresh Eriyat"
"2026-02-18","Neil Postman","Technopoly: The Surrender of Culture to Technology (Ch. 1: The Judgment of Thamus)","book","https://www.goodreads.com/book/show/79678.Technopoly","technology;media;philosophy","Technopoly Neil Postman ka pehla chapter"
"2026-02-18","Galit Shmueli","To Explain or to Predict?","essay","https://projecteuclid.org/journals/statistical-science/volume-25/issue-3/To-Explain-or-to-Predict/10.1214/10-STS330.full","statistics;methodology;prediction","To Explain or to Predict? Galit Shmueli (should finish)"
"2026-02-18","Julien Lie-Panis","Guarding the Guardians","essay","https://thelivinglib.org/guarding-the-guardians/","evolution;cooperation;sociology","Guarding the guardians, Julian Lee-Panis"
"2026-02-19","Will Manidis","Reflections on Oman","essay","https://minutes.substack.com/p/reflections-on-oman","oman;travel;politics;culture","Reflections on Oman, Will Manidis"
"2026-02-19","Will Manidis","Against Taste","essay","https://minutes.substack.com/p/against-taste","aesthetics;criticism;technology;culture","Against Taste, Will Manidis"
"2026-02-19","Euan Ong","Escaping Flatland: Career Advice for CS Undergrads","essay","https://space.ong.ac/escaping-flatland","careers;computer-science;advice;education","escaping flatland: career advice for CS undergrads"
"2026-02-19","Eliomer H. Kaas","Baseline Drift","essay","https://www.asimov.press/p/baseline-drift","science-fiction;biomedicine;science","Kaas E.H. ""Baseline Drift."" Asimov Press (2026). DOI: 10.62211/29wj-12qw"
"2026-02-19","Mihir Desai","The Trouble with Optionality","essay","https://www.thecrimson.com/article/2017/5/25/desai-commencement-ed/","economics;careers;philosophy","The Trouble with Optionality, Mihir Desai"
"2026-02-19","Neil Postman","Technopoly: The Surrender of Culture to Technology","book","https://www.goodreads.com/book/show/79678.Technopoly","media-theory;technology-criticism;culture","Technopoly"
"2026-02-20","Neil Postman","Technopoly: The Surrender of Culture to Technology","book","https://www.goodreads.com/book/show/79678.Technopoly","media-theory;technology-criticism;culture","Technopoly. this shit's depressing ngl"
"2026-02-21","Snigdhendu Bhattacharya","Why Bankim Chandra Chatterjee Dismissed the Claim of Mughals Being Colonisers","essay","https://thewire.in/history/bankim-chandra-chatterjee-mughals-colonisers","south-asian-history;mughals;nationalism;colonialism","Why Bankim Chandra Chatterjee Dismissed the Claim of Mughals Being Colonisers, Snigdhendu Bhattacharya"
"2026-02-21","Guy Stagg","The allure of Catholic conversion","essay","https://engelsbergideas.com/reviews/the-allure-of-catholic-conversion/","religion;catholicism;conversion;culture","The allure of Catholic conversion, Guy Stagg"
"2026-02-21","Ben Landau-Taylor","Mercantilism Was Not About Economics","essay","https://www.benlandautaylor.com/p/mercantilism-was-not-about-economics","economic-history;political-economy;history","Mercantilism Was Not About Economics, Ben Landau Taylor"
"2026-02-21","Pallavi Aiyar","The Software Upgrade in Chinese Civic Behaviour","essay","https://m.thewire.in/article/culture/the-software-upgrade-in-chinese-civic-behaviour","china;civic-culture;society","The software upgrade in Chinese civic behaviour, Pallavi Aiyar"
"2026-02-21","Yngwie Boley, J.J. Epping & Diana van Houten","Pilar","youtube","https://www.youtube.com/watch?v=MpCdIsAwB44","animation;short-film;post-apocalyptic","Pilar - by Y. Boley, J.J. Epping & D. van Houten"
"2026-02-21","ZoSo Project","National Will (国家意志)","other","https://zosoproject.com/en/translations/national-will/1.html","china;india;sino-indian-war;military-fiction","National Will (国家意志)  https://zosoproject.com/en/translations/national-will/1.html: A translation by an Iraqi Bahai schizo polyglot of a Chinese military novel about Sino Indian war"
"2026-02-26","Vannevar Bush","Pieces of the Action","book","https://www.goodreads.com/en/book/show/14290284-pieces-of-the-action","science-policy;history-of-science;memoir","Pieces of the action, Vannevar Bush 1st chapter"
"2026-02-26","Brian Potter","Is the Future ""AWS for Everything""?","essay","https://www.construction-physics.com/p/is-the-future-aws-for-everything","economics;manufacturing;technology","Is the Future ""AWS for Everything""? Brian Potter"
"2026-02-26","Shireen Azam","Revolution Muted: Why the Hindu-nationalist Jagran Group Runs the Urdu Daily Inquilab","essay","https://caravanmagazine.in/reportage/revolution-muted","india;media-bias;delhi-riots;journalism","dainik jagran's coverage of the 2020 february delhi violence, Shireen Azam"
"2026-02-26","Brian Potter","How California Turned Against Growth","essay","https://www.construction-physics.com/p/how-california-turned-against-growth","california;urban-policy;housing;growth","How California Turned Against Growth, Brian Potter"
"2026-02-26","Lara Deeb","War, Emigration and the Search for Love in Lebanon","essay","https://newlinesmag.com/spotlight/war-emigration-and-the-search-for-love-in-lebanon/","lebanon;middle-east;sectarianism;migration","War, Emigration and the Search for Love in Lebanon"
"2026-02-26","Elizabeth Goodspeed","Poetic Justice","essay","https://casualarchivist.substack.com/p/poetic-justice","ottoman-history;turkey;data-visualization;design-history","Ottoman-era data visualizations from Cerîde-i Adliyye: https://casualarchivist.substack.com/p/poetic-justice"
"2026-02-27","Arjun Ramani","Dispatches from India","essay","https://arjunramani.substack.com/p/india-dispatch","india;geopolitics;travel;economy","Dispatches from India, Arjun Ramani"
"2026-02-27","Charles Yang and Arjun Ramani","A Travelogue from India and China","essay","https://charlesyang.substack.com/p/a-travelogue-from-india-and-china","india;china;geopolitics;travel","A Travelogue from India and China; Notes on geopolitics and technology in Asia CHARLES YANG AND ARJUN RAMANI"
"2026-02-27","Afanasy Nikitin","Afanasy Nikitin's Voyage Beyond Three Seas, 1466-1472","book","https://www.goodreads.com/book/show/44572752-afanasy-nikitin-s-voyage-beyond-three-seas-1466---1472","medieval-india;travel-writing;russia;history","Voyage across three seas, Afanasy Nikitin"
"2026-02-27","Financial Times","How Modi's Party Took Over One of India's Most Prestigious Private Clubs","essay","https://www.ft.com/content/3e65dde3-b7db-4c9a-bfb8-a90a5f6cc116","india;bjp;politics;elite-institutions","How Modi's party took over one of India's most prestigious private clubs"
"2026-02-27","Reza Zia-Ebrahimi","The Emergence of Iranian Nationalism: Race and the Politics of Dislocation","book","https://cup.columbia.edu/book/the-emergence-of-iranian-nationalism/9780231541114/","iran;nationalism;race;historiography","Some Part of Zia Ebrahimi's Dislocative Nationalism"
"2026-03-06","Reza Zia-Ebrahimi","The Emergence of Iranian Nationalism: Race and the Politics of Dislocation","book","https://cup.columbia.edu/book/the-emergence-of-iranian-nationalism/9780231541114/","iran;nationalism;race;historiography","Reza Zia Ebrahimi Dislocative Nationalism"
"2026-03-06","Jorge Luis Borges","The Library of Babel","book","https://www.goodreads.com/book/show/172366.The_Library_of_Babel","borges;short-story;philosophy;literature","Tower of Babel, Borges"
"2026-03-06","Ali Alfoneh","Brigadier General Qassem Suleimani: A Biography","essay","https://www.aei.org/research-products/report/brigadier-general-qassem-suleimani-a-biography/","iran;qassem-soleimani;quds-force;military-history","https://www.aei.org/research-products/report/brigadier-general-qassem-suleimani-a-biography/"
"2026-03-06","Ofri Ilany","Like the Ancient Indian Kingdom of Vijayanagara, Israel Too May Learn a Lesson in the Limits of Power","essay","https://www.haaretz.com/opinion/2026-03-05/ty-article-opinion/.highlight/israel-may-soon-learn-a-lesson-in-the-limits-of-power/0000019c-bd75-dbd2-a3fd-bdff25ed0000","south-asian-history;israel;historiography;geopolitics","https://archive.md/76SOa Vijayanagar Israel metaphor"
"2026-03-06","Niveditha K Prasad","C Rajagopalachari is not the Hindutva icon the BJP imagines him to be","essay","https://scroll.in/article/1091209/c-rajagopalachari-is-not-the-hindutva-icon-the-bjp-imagines-him-to-be","india;hindutva;historiography;politics","C Rajagopalachari is not the Hindutva icon the BJP imagines him to be Scroll, Niveditha K Prasad"
"2026-03-06","Matthew Carter","The Legibility Problem","essay","https://www.asimov.press/p/legibility-problem","ai;science;epistemology;biotech","The Legibility Problem, Matthew Carter, Asimov Press"
"2026-03-06","bnst","The Iran I Have Seen","essay","https://benset.io/the-iran-i-have-seen","iran;protests;politics;personal-account","https://benset.io/the-iran-i-have-seen"
"2026-03-06","MS NOW","Nuclear Experts Undercut White House Claims About Iran Reactor at Heart of Case for War","essay","https://www.ms.now/news/trump-iran-nuclear-reactor-war-evidence","iran;nuclear;us-foreign-policy","https://www.ms.now/news/trump-iran-nuclear-reactor-war-evidence"
"2026-03-10","Nirav Mehta","Rohinton Mistry","essay","https://pagesthatstayed.substack.com/p/rohinton-mistry","south-asian-literature;diaspora;literary-criticism","https://pagesthatstayed.substack.com/p/rohinton-mistry"
"2026-03-10","ZoSo Project","National Will (国家意志)","other","https://zosoproject.com/en/translations/national-will/1.html","china;india;sino-indian-war;military-fiction","National Will Ch1;13"
"2026-03-10","What's On Saudi Arabia","Why You'll Fall in Love with the Angawi House in Jeddah","essay","https://whatsonsaudiarabia.com/2025/06/why-youll-fall-in-love-with-the-angawi-house-in-jeddah/","saudi-arabia;architecture;hejaz","https://whatsonsaudiarabia.com/2025/06/why-youll-fall-in-love-with-the-angawi-house-in-jeddah/"
"2026-03-10","Esfandyar Batmanghelidj","Drones Like Bicycles: The Cost of a Shahed","essay","https://www.phenomenalworld.org/analysis/cost-of-a-shahed/","iran;drones;economics;sanctions","https://www.phenomenalworld.org/analysis/cost-of-a-shahed/ E Batmanghalidj"
"2026-03-10","Faisal Al Yafai and Christin El-Kholy","'Those Who Wrap Themselves in America Are Naked'","essay","https://newlinesmag.com/spotlight/those-who-wrap-themselves-in-america-are-naked/","iran;gulf-politics;us-foreign-policy","'Those Who Wrap Themselves in America Are Naked'"
"2026-03-10","Esfandyar Batmanghelidj and Barzin Jafartash","Adaptation in the Sanctioned Economy","essay","https://www.phenomenalworld.org/analysis/sanctions-and-manufacturing/","iran;sanctions;manufacturing;economics","https://www.phenomenalworld.org/analysis/sanctions-and-manufacturing/"
"2026-03-10","Katherine Butler Schofield","'Words without songs': The Social History of Hindustani Song Collections in India's Muslim Courts, c.1770-1830","essay","https://www.taylorfrancis.com/chapters/edit/10.4324/9781315191461-9/words-without-songs-katherine-butler-schofield","hindustani-music;mughal-india;musicology;urdu-history","Words without songs"" The social history of Hindustani song collections in India's Muslim courts c.1770–1830 ByKatherine Butler Schofield"
"2026-03-10","Karen Leonard","Indo-Muslim Culture in Hyderabad: Old City Neighborhoods in the 19th Century","essay","https://brill.com/display/book/edcoll/9789004218871/B9789004218871_009.xml","hyderabad;indo-muslim-culture;south-asian-history;urban-history","Indo-Muslim Culture in Hyderabad: Old City Neighborhoods in the 19th Century In: Indo-Muslim Cultures in Transition Author: Karen Leonard"
"2026-03-12","Fahad Zuberi","The False Bogey of 'Land Jihad' Comes of Age: Rajasthan's Chilling New Disturbed Areas Act","essay","https://thewire.in/communalism/the-false-bogey-of-land-jihad-comes-of-age-rajasthans-chilling-new-disturbed-areas-act","india;communalism;rajasthan;land-rights","https://thewire.in/communalism/the-false-bogey-of-land-jihad-comes-of-age-rajasthans-chilling-new-disturbed-areas-act"
"2026-03-12","Cities in Fiction","Cities in Fiction: Maps","other","https://www.citiesinfiction.com/maps","literature;literary-geography;maps","https://www.citiesinfiction.com/maps"
"2026-03-12","Nicole Grajewski","The Wartime Origins of Iran's Drone Program","essay","https://www.axesandatoms.com/p/the-wartime-origins-of-irans-drone","iran;drones;military-history","https://www.axesandatoms.com/p/the-wartime-origins-of-irans-drone"
"2026-03-12","Karthik Tadepalli","The Institute Behind Taiwan's Chip Dominance","essay","https://asteriskmag.com/issues/13/the-institute-behind-taiwan-s-chip-dominance","taiwan;semiconductors;industrial-policy;economics","The Institute Behind Taiwan's Chip Dominance, Karthik Tadepalli"
"2026-03-12","Alain Desoulieres","Historical Fiction and Style: The Case of Anarkali","essay","https://minds.wisc.edu/items/0a7be9e6-e53d-4eba-8175-c867e7acea30","urdu-literature;mughal-history;south-asian-history","Historical Fiction and Style: The Case of Anarkali, Alain Desoulieres"
"2026-03-12","Karthik Tadepalli","The Science Policy Behind Brazil's Agricultural Triumph","essay","https://blog.karthiktadepalli.com/p/embrapa","science-policy;agriculture;industrial-policy","The science policy behind Brazil's agricultural triumph, Karthik Tadepalli https://blog.karthiktadepalli.com/p/embrapa"
"2026-03-12","Andreas Krieg","America is Bogged Down Against a Militia With a State","essay","https://dawnmena.org/america-is-bogged-down-against-a-militia-with-a-state/","iran;militia;middle-east;geopolitics","America Is Bogged Down Against A Militia With A State Andreas Krieg"
"2026-03-12","Meher","Culture Take #1: Soundtrack for a Fascist Imagination","essay","https://meherm.substack.com/p/culture-take-1-soundtrack-for-a-fascist","music;hindutva;south-asia;nationalism","https://meherm.substack.com/p/culture-take-1-soundtrack-for-a-fascist"
"2026-03-12","Medical Dialogues","India's Semaglutide Market Set for Generic Boom as Patents Expire","essay","https://medicaldialogues.in/news/industry/pharma/indias-semaglutide-market-set-for-generic-boom-as-patents-expire-over-50-brands-lined-up-for-launch-see-full-list-165838","india;pharma;health","India's semaglutide market set for generic boom as patents expire"
"2026-03-12","The Ken","Statins in water pipes, GLP-1s in kitchen cabinets: the miracle is easy; the monitoring isn't","essay","https://the-ken.com/newsletter/make-india-competitive-again/statins-in-water-pipes-glp-1s-in-kitchen-cabinets-the-miracle-is-easy-the-monitoring-isnt/","india;public-health;pharma","Statins in water pipes, GLP-1s in kitchen cabinets: the miracle is easy; the monitoring isn't"
"2026-03-12","ThePrint","A war in the Gulf, a crisis in Gujarat's Morbi: India's ceramics capital counts the cost","essay","https://theprint.in/economy/a-war-in-the-gulf-a-crisis-in-gujarats-morbi-indias-ceramics-capital-counts-the-cost/2877673/","india;economy;iran;manufacturing","Inside the cold kilns of India's ceramic capital"
"2026-03-12","Lesley Stahl, Shachar Bar-On, Jinsol Jung","With South Korea and China building ships faster and cheaper than U.S., Trump makes shipbuilding a priority","essay","https://www.cbsnews.com/news/us-ship-building-lags-behind-china-south-korea-trump-makes-it-priority-60-minutes-transcript/","china;shipbuilding;geopolitics;trade","With South Korea and China building ships faster and cheaper than U.S., Trump makes shipbuilding a priority"
"2026-03-12","Alex Karp","My Time with Jurgen Habermas, Europe's 'Last Intellectual'","essay","https://www.politico.com/news/magazine/2026/03/20/karp-habermas-remembrance-00838398","philosophy;germany;intellectual-history","My Time with Jürgen Habermas, Europe's 'Last Intellectual', Alex Karp"
"2026-03-12","David Kim","The Quest for Oral GLP-1s","essay","https://www.asimov.press/p/oral-glp1s","biotech;pharma;health","The Quest for Oral GLP-1s, David Kim Asimov Press"
"2026-03-12","Jorge Luis Borges","The Zahir","book","https://en.wikipedia.org/wiki/The_Zahir","borges;fiction;argentine-literature","The Zahir Borges"
"2026-03-12","Neil Postman","Technopoly: The Surrender of Culture to Technology","book","https://www.goodreads.com/book/show/79678.Technopoly","media-theory;technology;culture","Technopoly some chapters"
"2026-03-12","Alvin Djajadikerta","Designing AI for Disruptive Science","essay","https://www.asimov.press/p/ai-science","ai;science;research","Designing AI for disruptive science, Alvin Djajakarta Asimov Press"
"2026-03-12","Kavita Datla","A Worldly Vernacular: Urdu at Osmania University","essay","https://www.cambridge.org/core/journals/modern-asian-studies/article/abs/worldly-vernacular-urdu-at-osmania-university/40D146455749C3DBA9F543E2830536F4","urdu;linguistics;history;education","!!! A Worldly Vernacular: Urdu at Osmania University, Kavita Datla"
"2026-03-12","Saaleh Baseer","Did We Squander A Generation of Boys to Hifz?","essay","https://sukhan.substack.com/p/did-we-squander-a-generation-of-boys","islam;education;religion","Did we squander a generation of boys to hifz, Saaleh Baseer"
"2026-03-25","Muzaffar Ali","Gaman","movie","https://www.imdb.com/title/tt0150683/","hindi-cinema;urdu-poetry;migration","Gaman (film)"
"2026-03-25","Richard McElreath","Statistical Rethinking: A Bayesian Course with Examples in R and Stan","book","https://www.goodreads.com/en/book/show/26619686-statistical-rethinking","statistics;bayesian;optimization","The Golem of Prague, Ch 1 Statistical Rethinking"
"2026-03-25","Leon Horsten","Philosophy of Mathematics","essay","https://plato.stanford.edu/entries/philosophy-mathematics/","philosophy;mathematics;epistemology","https://plato.stanford.edu/entries/philosophy-mathematics/"
"2026-03-25","Adway Wadekar","Connecting the Dots: Meet Angikar Ghosal, the Duke Senior Writing 4 Honors Theses","essay","https://www.dukevertices.org/blog/connecting-dots-meet-angikar-ghosal-the-duke-senior-writing-4-honors-theses","academia;mathematics;education","https://www.dukevertices.org/blog/connecting-dots-meet-angikar-ghosal-the-duke-senior-writing-4-honors-theses"
"2026-03-25","Stephen E. Fienberg","When Did Bayesian Inference Become ""Bayesian""?","essay","https://projecteuclid.org/journals/bayesian-analysis/volume-1/issue-1/When-did-Bayesian-inference-become-Bayesian/10.1214/06-BA101.full","statistics;bayesian-inference;history-of-science","When Did Bayesian Inference Become ""Bayesian""?, Stephen Fienberg"
"2026-03-25","Jorge Luis Borges","The Garden of Forking Paths","book","https://en.wikipedia.org/wiki/The_Garden_of_Forking_Paths","borges;fiction;latin-american-literature","The garden of forking paths, Borges"
"2026-03-25","Jorge Luis Borges","Three Versions of Judas","book","https://en.wikipedia.org/wiki/Three_Versions_of_Judas","borges;fiction;theology","Three Versions of Judas; Borges"
"2026-03-25","Kamil Kazani","On the Progress of Christianity (from Gibbon)","essay","https://kamilkazani.substack.com/p/on-the-progress-of-christianity-from","history;christianity;rome;gibbon","On the Progress of Christianity (from Gibbon); Kamil Kazani"
"2026-03-25","Kuang Xu","Charting Reality with Stochastic Modeling (Ch. 1)","book","https://github.com/kuangxu/charting_reality_stochastic_modeling/","statistics;optimization;stochastic-modeling","Ch1 Charting Reality with Stochastic Modelling https://github.com/kuangxu/charting_reality_stochastic_modeling/"
"2026-03-25","Richard S. Sutton","The Bitter Lesson","essay","http://www.incompleteideas.net/IncIdeas/BitterLesson.html","ai;machine-learning;computing","The Bitter Lesson,Rich Sutton"
"2026-03-25","JingYu","The ""Unwritten Constitution"" of China","essay","https://www.oldnorthwhale.com/p/the-unwritten-constitution-of-china","china;politics;history;law","The ""Unwritten Constitution"" of China, JingYu from Old North Whale Review"
"2026-03-25","The Ken","Jio, Airtel's fight with airports has a third winner","essay","https://the-ken.com/story/jio-airtels-fight-with-airports-has-a-third-winner/","india;telecom;business","Jio, Airtel's fight with airports has a third winner, The Ken"
"2026-03-25","Vandita","Mohsin Khan ki Allah Miyan ka Karkhana","essay","https://vandi007.substack.com/p/d16","urdu-literature;hindi-urdu;book-review","Vandita محسن خان کی اللہ میاں کا کارخانہ"
"2026-03-25","Azadeh Sadeghi (trans. Reza H. Akbari)","Popcorn, Rice Pudding, and Explosions: A Civilian Account from the War","essay","https://guardeddomains.substack.com/p/popcorn-rice-pudding-and-explosions","iran;war;civilian-account","Popcorn, Rice Pudding, and Explosions: A Civilian Account from the War;"
"2026-03-25","Ali Kadivar","The Factory Was Always the Target","essay","https://alikadivar.substack.com/p/the-factory-was-always-the-target","iran;industrial-policy;politics","The Factory Was Always the Target; Ali Kadivar"
"2026-03-25","Kenneth Katzman","The Politics of Iran's Regular Army","essay","https://mei.edu/publication/politics-irans-regular-army/","iran;military;politics","The Politics of Iran's Regular Army, Kenneth Katzman"
"2026-04-01","Sam Hughes","Urban Expansion in the Age of Liberalism","essay","https://worksinprogress.co/issue/urban-expansion-in-the-age-of-liberalism/","urbanism;history;economics","Urban Expansion in the Age of Liberalism. Sam Hughes, Works in Progress"
"2026-04-01","OR Stack Exchange","What are the advantages of commercial solvers like Gurobi or Xpress over open source solvers?","other","https://or.stackexchange.com/questions/5150/what-are-the-advantages-of-commercial-solvers-like-gurobi-or-xpress-over-open-so","optimization;solvers;gurobi","https://or.stackexchange.com/questions/5150/what-are-the-advantages-of-commercial-solvers-like-gurobi-or-xpress-over-open-so"
"2026-04-01","Michael Hill","Why Communist Reforms Nearly Always Failed","essay","https://worksinprogress.co/issue/why-communist-reforms-nearly-always-failed/","communism;economic-history;china;ussr","Why Communist reform almost always failed. Michael Hill"
"2026-04-01","The Ken","Adani's Think Tank Flexes Its Muscles in Delhi","essay","https://the-ken.com/story/adanis-think-tank-flexes-its-muscles-in-delhi/","india;politics;business","Adani's think tank flexes its muscles in Delhi The Ken"
"2026-04-01","Kamil Kazani","What is Wrong with the American-Iranian War?","essay","https://kamilkazani.substack.com/p/what-is-wrong-with-the-american-iranian","iran;geopolitics;middle-east","What is wrong with the American-Iranian war? Kamil Kazani"
"2026-04-01","Amrita Agarwal and Ajay Shah","Gains from Messy Regulatory Footprints","essay","https://blog.theleapjournal.org/2026/03/gains-from-messy-regulatory-footprints.html","india;economics;regulation","Gains from messy regulatory footprints by Amrita Agarwal and Ajay Shah. The Leap Blog"
"2026-04-01","Reza Zia-Ebrahimi","The Emergence of Iranian Nationalism: Race and the Politics of Dislocation","book","https://cup.columbia.edu/book/the-emergence-of-iranian-nationalism/9780231541114/","iran;nationalism;history","Dislocative Nationalism bits"
"2026-04-01","Subject To (podcast, host Anand Subramanian)","Subject to: Robert Bixby","youtube","https://www.youtube.com/watch?v=47BZgFhEFJ8","optimization;operations-research;interview","Interview of Robert Bixby of Gurobi https://www.youtube.com/watch?v=47BZgFhEFJ8"
"2026-04-01","U of T MIE","Optimization: Past, Present, Future with Dr. Robert Bixby","youtube","https://www.youtube.com/watch?v=_R8-nt5NyiE","optimization;operations-research;lecture","https://www.youtube.com/watch?v=_R8-nt5NyiE"
"2026-04-01","William M. Bulkeley","Turning Math into Cash","essay","https://www.technologyreview.com/2010/02/23/92179/turning-math-into-cash-2/","mathematics;optimization;business","Turning Math into Cash William Bulkeley"
"2026-04-01","Bernhard Meindl and Matthias Templ","Analysis of Commercial and Free and Open Source Solvers for Linear Optimization Problems","other","https://repositum.tuwien.at/handle/20.500.12708/37465","optimization;statistics;solvers","Analysis of commercial and free and open source solvers for linear optimization problems"
"2026-04-01","Javier Cabrera and Andrew McDougall","Statistical Consulting","book","https://www.goodreads.com/en/book/show/5947907","statistics;consulting","Statistical Consulting book by Cabrera, a few chapters"
"2026-04-01","Abbas Kiarostami","Taste of Cherry","movie","https://www.imdb.com/title/tt0120265/","iran;cinema;kiarostami","The Universal Language. The Taste of Cherry. film"
"2026-04-01","Sam Kriss","Reading is Magic","essay","https://samkriss.substack.com/p/reading-is-magic","literacy;linguistics;culture","The Magic of Reading, Sam Kriss"
